Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.78163025,42.01980987,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1,7/2/2025,0.200,On,1114.5,41.25,36.25,5.042,1.476,8.354,178.34,15.00,14.76,0,1,25.17,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.738,0.00026,3.937,4.300e-05,1.969,2.150e-05,14.05,0.020,0.00,0.00,23.62,0.00026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.78161808,42.01824696,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,50,7/2/2025,1.000,On,1112.0,117.50,-1.875,8.940,13.12,7.308,178.13,15.00,14.99,0,1,127.36,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0066,3.997,0.0011,1.998,0.00055,14.26,0.504,0.00,0.00,23.98,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161732,42.01823266,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,51,7/2/2025,0.405,On,1111.9,117.50,-1.875,8.913,5.297,6.901,178.56,15.00,14.99,0,1,127.00,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0027,3.997,0.00045,1.998,0.00022,14.26,0.204,0.00,0.00,23.98,0.0027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014
-93.78161568,42.01819709,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,52,7/2/2025,0.990,On,1111.8,118.75,-1.250,8.855,12.86,7.188,180.13,15.00,14.99,0,1,127.48,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0066,3.998,0.0011,1.999,0.00055,14.26,0.500,0.00,0.00,23.99,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161536,42.01816139,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,53,7/2/2025,1.010,On,1111.6,118.75,-1.250,8.861,13.13,7.397,180.71,15.00,15.03,0,1,127.55,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0067,4.007,0.0011,2.004,0.00056,14.30,0.512,0.00,0.00,24.04,0.0067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.036
-93.78161614,42.01812581,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,54,7/2/2025,0.995,On,1111.4,118.75,-1.250,8.866,12.94,6.801,180.02,15.00,14.99,0,1,127.59,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0066,3.998,0.0011,1.999,0.00055,14.26,0.503,0.00,0.00,23.99,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161646,42.01811865,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,55,7/2/2025,0.200,On,1111.4,118.75,-1.250,8.852,2.596,6.816,179.95,15.00,15.00,0,1,127.40,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0013,4.000,0.00022,2.000,0.00011,14.27,0.101,0.00,0.00,24.00,0.0013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0071
-93.78161597,42.01808320,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,56,7/2/2025,1.000,On,1111.2,117.50,-1.875,8.847,12.97,6.516,180.42,15.00,15.02,0,1,125.96,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0066,4.005,0.0011,2.002,0.00055,14.29,0.500,0.00,0.00,24.03,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161653,42.01804789,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,57,7/2/2025,1.000,On,1111.1,117.50,-1.875,8.782,12.87,6.791,179.84,15.00,15.03,0,1,125.01,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0065,4.007,0.0011,2.004,0.00054,14.30,0.496,0.00,0.00,24.04,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161648,42.01801240,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,58,7/2/2025,1.000,On,1111.0,117.50,-1.875,8.804,12.91,6.664,179.15,15.00,14.99,0,1,125.36,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0065,3.996,0.0011,1.998,0.00054,14.26,0.496,0.00,0.00,23.98,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161565,42.01797689,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,59,7/2/2025,1.000,On,1110.9,117.50,-1.875,8.838,12.96,6.705,179.53,15.00,15.01,0,1,125.83,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0066,4.002,0.0011,2.001,0.00055,14.28,0.499,0.00,0.00,24.01,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161530,42.01794132,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,60,7/2/2025,1.000,On,1110.7,117.50,-1.875,8.805,12.91,7.018,179.48,15.00,15.00,0,1,125.39,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0065,4.001,0.0011,2.000,0.00054,14.27,0.497,0.00,0.00,24.01,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161518,42.01790567,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,61,7/2/2025,1.000,On,1110.6,117.50,-1.875,8.832,12.95,7.267,179.31,15.00,15.02,0,1,125.77,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0066,4.005,0.0011,2.003,0.00055,14.29,0.499,0.00,0.00,24.03,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161446,42.01787038,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,62,7/2/2025,1.000,On,1110.6,117.50,-1.875,8.809,12.92,7.337,179.40,15.00,15.00,0,1,125.45,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0065,3.999,0.0011,2.000,0.00054,14.27,0.497,0.00,0.00,24.00,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161341,42.01783482,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,63,7/2/2025,1.000,On,1110.5,118.75,-1.250,8.807,12.92,7.469,180.09,15.00,14.99,0,1,126.79,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0066,3.999,0.0011,1.999,0.00055,14.27,0.502,0.00,0.00,23.99,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161280,42.01779932,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,64,7/2/2025,0.995,On,1110.4,118.75,-1.250,8.826,12.88,7.185,180.97,15.00,14.96,0,1,127.04,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0066,3.991,0.0011,1.995,0.00055,14.24,0.500,0.00,0.00,23.94,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161349,42.01777120,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,65,7/2/2025,0.800,On,1110.3,118.75,-1.250,8.808,10.33,6.635,180.58,15.00,14.98,0,1,126.75,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0053,3.993,0.00088,1.997,0.00044,14.25,0.401,0.00,0.00,23.96,0.0053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028
-93.78161410,42.01773619,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,66,7/2/2025,1.006,On,1110.3,117.50,-1.875,8.705,12.84,7.025,179.35,15.00,15.00,0,1,123.98,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0065,4.000,0.0011,2.000,0.00054,14.27,0.494,0.00,0.00,24.00,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161394,42.01770126,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,67,7/2/2025,0.994,On,1110.2,117.50,-1.875,8.659,12.62,7.545,179.04,15.00,14.97,0,1,123.32,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0064,3.991,0.0011,1.995,0.00053,14.24,0.485,0.00,0.00,23.94,0.0064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.78161309,42.01766592,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,68,7/2/2025,1.010,On,1110.0,117.50,-1.875,8.747,12.96,7.345,179.73,15.00,15.03,0,1,124.56,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.752,0.0066,4.009,0.0011,2.004,0.00055,14.30,0.500,0.00,0.00,24.05,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161224,42.01763733,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,69,7/2/2025,0.790,On,1110.0,117.50,-1.875,8.828,10.22,7.058,180.63,15.00,14.98,0,1,125.68,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0052,3.995,0.00086,1.997,0.00043,14.25,0.393,0.00,0.00,23.97,0.0052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028
-93.78161221,42.01762301,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,70,7/2/2025,0.410,On,1110.0,118.75,-1.250,8.883,5.340,6.614,180.78,15.00,14.97,0,1,127.83,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0027,3.991,0.00045,1.996,0.00023,14.24,0.207,0.00,0.00,23.95,0.0027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015
-93.78161280,42.01758787,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,71,7/2/2025,0.990,On,1109.9,117.50,-1.875,8.810,12.79,7.413,180.47,15.00,15.01,0,1,125.46,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0065,4.003,0.0011,2.001,0.00054,14.28,0.493,0.00,0.00,24.02,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161347,42.01755244,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,72,7/2/2025,1.010,On,1109.9,117.50,-1.875,8.786,13.01,7.079,179.31,15.00,14.98,0,1,125.12,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0066,3.995,0.0011,1.997,0.00055,14.25,0.500,0.00,0.00,23.97,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161269,42.01751725,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,73,7/2/2025,0.995,On,1109.8,117.50,-1.875,8.780,12.81,6.774,179.35,15.00,14.97,0,1,125.03,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0065,3.992,0.0011,1.996,0.00054,14.24,0.492,0.00,0.00,23.95,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.78161154,42.01748281,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,74,7/2/2025,0.995,On,1109.8,117.50,-1.875,8.654,12.63,6.068,180.51,15.00,15.05,0,1,123.23,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.752,0.0064,4.013,0.0011,2.006,0.00053,14.32,0.488,0.00,0.00,24.08,0.0064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.78161157,42.01744935,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,75,7/2/2025,1.005,On,1109.8,117.50,-1.875,8.435,12.43,6.998,180.73,15.00,15.02,0,1,120.10,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0063,4.005,0.0010,2.003,0.00052,14.29,0.479,0.00,0.00,24.03,0.0063,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.78161211,42.01741613,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,76,7/2/2025,1.000,On,1109.7,117.50,-1.875,8.301,12.17,6.697,180.03,15.00,15.01,0,1,118.22,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0062,4.004,0.0010,2.002,0.00051,14.28,0.469,0.00,0.00,24.02,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.78161204,42.01738485,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,77,7/2/2025,1.000,On,1109.5,117.50,-1.875,8.113,11.89,4.226,179.87,15.00,14.96,0,1,115.48,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0060,3.989,0.00100,1.995,0.00050,14.23,0.456,0.00,0.00,23.93,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.032
-93.78161196,42.01737386,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,78,7/2/2025,0.395,On,1109.5,117.50,-1.875,7.564,4.382,3.628,179.99,15.00,14.97,0,1,107.73,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0022,3.991,0.00037,1.996,0.00018,14.24,0.168,0.00,0.00,23.95,0.0022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012
-93.78161175,42.01736846,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,79,7/2/2025,0.196,On,1109.6,111.25,1.250,7.183,2.065,3.778,180.20,15.00,15.00,0,1,96.86,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.00099,4.000,0.00016,2.000,8.239e-05,14.27,0.075,0.00,0.00,24.00,0.00099,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0053
-93.78161167,42.01736317,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,80,7/2/2025,0.204,On,1109.6,106.25,3.750,6.981,2.088,4.095,180.31,15.00,15.17,0,1,89.86,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.759,0.00097,4.045,0.00016,2.023,8.047e-05,14.43,0.073,0.00,0.00,24.27,0.00097,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0051
-93.78161149,42.01735819,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,81,7/2/2025,0.200,On,1109.5,100.00,6.875,6.823,2.002,4.372,180.29,15.00,15.24,0,1,82.74,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.762,0.00088,4.065,0.00015,2.033,7.300e-05,14.50,0.067,0.00,0.00,24.39,0.00088,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0046
-93.78161179,42.01735334,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,82,7/2/2025,0.200,On,1109.4,93.75,10.000,6.612,1.940,5.026,180.02,15.00,15.18,0,1,75.16,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.759,0.00079,4.048,0.00013,2.024,6.603e-05,14.44,0.060,0.00,0.00,24.29,0.00079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0042
-93.78161188,42.01734850,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,83,7/2/2025,0.200,On,1109.3,88.75,12.50,6.407,1.878,4.874,179.80,15.00,15.19,0,1,68.86,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.760,0.00073,4.051,0.00012,2.026,6.054e-05,14.45,0.055,0.00,0.00,24.31,0.00073,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0038
-93.78161196,42.01734378,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,84,7/2/2025,0.200,On,1109.3,85.00,14.37,6.254,1.835,4.346,179.60,15.00,15.27,0,1,64.46,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.763,0.00068,4.071,0.00011,2.036,5.694e-05,14.52,0.052,0.00,0.00,24.43,0.00068,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0036
-93.78161207,42.01733924,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,85,7/2/2025,0.205,On,1109.3,80.00,16.87,6.116,1.838,4.689,179.47,15.00,15.17,0,1,59.29,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.759,0.00064,4.045,0.00011,2.023,5.335e-05,14.43,0.049,0.00,0.00,24.27,0.00064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0034
-93.78161201,42.01733500,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,86,7/2/2025,0.200,On,1109.3,75.00,19.37,5.950,1.747,4.445,179.50,15.00,15.15,0,1,54.13,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.757,0.00057,4.040,9.490e-05,2.020,4.745e-05,14.41,0.043,0.00,0.00,24.24,0.00057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0030
-93.78161191,42.01733097,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,87,7/2/2025,0.195,On,1109.2,70.00,21.87,5.738,1.642,3.527,179.50,15.00,15.22,0,1,48.70,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.761,0.00050,4.060,8.366e-05,2.030,4.183e-05,14.48,0.038,0.00,0.00,24.36,0.00050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0026
-93.78161182,42.01732714,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,88,7/2/2025,0.200,On,1109.2,66.25,23.75,5.501,1.612,3.177,179.55,15.00,15.11,0,1,44.13,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00046,4.028,7.716e-05,2.014,3.858e-05,14.37,0.035,0.00,0.00,24.17,0.00046,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0025
-93.78161169,42.01732339,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,89,7/2/2025,0.200,On,1109.3,62.50,25.62,5.255,1.540,3.282,179.66,15.00,15.11,0,1,39.77,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00042,4.028,6.953e-05,2.014,3.476e-05,14.37,0.032,0.00,0.00,24.17,0.00042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0022
-93.78161171,42.01731960,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,90,7/2/2025,0.200,On,1109.4,58.75,27.50,5.042,1.477,3.447,179.64,15.00,15.12,0,1,35.87,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.756,0.00038,4.031,6.276e-05,2.016,3.138e-05,14.38,0.029,0.00,0.00,24.19,0.00038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0020
-93.78161180,42.01731604,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,91,7/2/2025,0.205,On,1109.4,55.00,29.37,4.899,1.471,3.566,179.55,15.00,15.24,0,1,32.61,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.762,0.00035,4.065,5.899e-05,2.033,2.949e-05,14.50,0.027,0.00,0.00,24.39,0.00035,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0019
-93.78161173,42.01731269,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,92,7/2/2025,0.195,On,1109.5,48.75,31.25,4.749,1.356,3.976,179.61,15.00,15.27,0,1,28.02,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.763,0.00029,4.071,4.827e-05,2.036,2.413e-05,14.52,0.022,0.00,0.00,24.43,0.00029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015
-93.78161131,42.01730948,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,93,7/2/2025,0.205,On,1109.5,45.00,33.12,4.570,1.373,4.610,180.02,15.00,15.12,0,1,24.90,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.756,0.00027,4.031,4.465e-05,2.016,2.233e-05,14.38,0.020,0.00,0.00,24.19,0.00027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.78161098,42.01730649,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,94,7/2/2025,0.195,On,1109.6,42.50,34.37,4.389,1.254,5.713,180.24,15.00,15.11,0,1,22.59,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00023,4.028,3.852e-05,2.014,1.926e-05,14.37,0.018,0.00,0.00,24.17,0.00023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0012
-93.78161098,42.01730365,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,95,7/2/2025,0.205,On,1109.7,40.00,35.62,4.192,1.261,5.937,180.24,15.00,15.27,0,1,20.33,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.763,0.00022,4.071,3.683e-05,2.036,1.841e-05,14.52,0.017,0.00,0.00,24.43,0.00022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0012
-93.78161095,42.01730092,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,96,7/2/2025,0.200,On,1109.8,36.25,36.25,3.993,1.172,5.752,180.31,15.00,15.05,0,1,17.56,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.753,0.00018,4.014,3.060e-05,2.007,1.530e-05,14.32,0.014,0.00,0.00,24.08,0.00018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00098
-93.78161084,42.01729816,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,97,7/2/2025,0.195,On,1109.9,33.75,37.50,3.810,1.090,5.759,180.42,15.00,15.10,0,1,15.60,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00016,4.025,2.657e-05,2.013,1.328e-05,14.36,0.012,0.00,0.00,24.15,0.00016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00084
-93.78161082,42.01729547,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,98,7/2/2025,0.200,On,1109.9,30.00,38.12,3.675,1.077,5.541,180.49,15.00,15.33,0,1,13.35,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.767,0.00014,4.088,2.369e-05,2.044,1.185e-05,14.58,0.011,0.00,0.00,24.53,0.00014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00074
-93.78161085,42.01729286,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,99,7/2/2025,0.200,On,1110.0,25.00,39.37,3.568,1.048,5.627,180.42,15.00,15.11,0,1,10.82,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00011,4.028,1.892e-05,2.014,9.462e-06,14.37,0.0086,0.00,0.00,24.17,0.00011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00060
-93.78161095,42.01729033,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,100,7/2/2025,0.196,On,1110.0,18.75,41.25,3.472,0.998,5.416,180.31,15.00,14.97,0,1,7.894,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,8.041e-05,3.991,1.340e-05,1.996,6.701e-06,14.24,0.0061,0.00,0.00,23.95,8.041e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00043
-93.78161095,42.01728799,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,101,7/2/2025,0.204,On,1110.0,11.25,42.50,2.912,0.871,4.801,180.33,15.00,15.27,0,1,3.968,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.763,4.290e-05,4.071,7.151e-06,2.036,3.575e-06,14.52,0.0033,0.00,0.00,24.43,4.290e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00022
